carroceria,color,combustible,fecha,marca,modelo,precio,odometro
Camioneta SUV,Gris,Gasolina,2020,Toyota,C-HR,379000,80873
Camioneta SUV,Rojo,Gasolina,2022,GMC,Yukon,1478000,92550
Sedán,Rojo,Gasolina,2017,Kia,Forte,205000,120000
Pickup,Blanco,Gasolina,2019,Ford,F-150,479800,48000
Camioneta SUV,Gris,Híbrido,2023,Land Rover,Defender,1989900,13555
Camioneta SUV,Blanco,Gasolina,2013,Jeep,Wrangler Sahara Unlimited,420000,65000
Sedán,Negro,Híbrido,2017,Chevrolet,Volt,299000,97500
Hatchback (3 Puertas),Rojo,Gasolina,1993,Volkswagen,Golf GTI,129900,140876
Pickup,Blanco,Gasolina,2016,Nissan,Frontier PRO 4X,379000,84561
Camioneta SUV,Blanco,Gasolina,2023,Ford,Expedition Limited,1250000,60000
Camioneta SUV,Gris,Gasolina,2013,Chevrolet,Suburban,319900,89000
Sedán,Blanco,Gasolina,2018,BMW,318i,320000,58000
Camioneta SUV,Blanco,Gasolina,2022,Mercedes Benz,GLE 350,1099850,20000
Sedán,Gris,Gasolina,2024,Kia,Forte,419000,5600
Camioneta SUV,Verde,Gasolina,1995,GMC,Yukon,398000,123456
Sedán,Rojo,Gasolina,2019,Volkswagen,Vento,210000,42452
Coupé,Blanco,Gasolina,2018,Chevrolet,Camaro ZL1,1289000,35000
Pickup,Blanco,Gasolina,2022,GMC,Sierra Reg Cab,884900,24000
Camioneta SUV,Blanco,Gasolina,2017,Mercedes Benz,Clase GLA,328000,74140
Sedán,Blanco,Gasolina,2018,Volkswagen,Passat,299850,104000
Camioneta SUV,Blanco,Gasolina,2022,Kia,Niro Hybrido EX,419900,110000
Camioneta SUV,Gris,Gasolina,2025,Mazda,CX-70,799000,4500
Hatchback (5 Puertas),Blanco,Gasolina,2022,Suzuki,Swift,260000,33000
Camioneta SUV,Blanco,Gasolina,2017,Land Rover,Evoque,459000,50000
Pickup,Blanco,Gasolina,2019,Chevrolet,Colorado,505000,98871
Hatchback (5 Puertas),Blanco,Gasolina,2018,Mini,Cooper Chilli,314900,86000
Camioneta SUV,Gris,Gasolina,2012,BMW,X3,249800,82455
Camioneta SUV,Rojo,Gasolina,2024,GWM,Haval H6,569000,4000
Pickup,Blanco,Gasolina,2017,Ford,F-450,698000,123456
Sedán,Blanco,Gasolina,2024,Volkswagen,Jetta Comfortline,399900,38000
Sedán,Rojo,Gasolina,1995,Volkswagen,Beetle,125000,150000
Mini van (MPV),Blanco,Diesel,2024,Volkswagen,Caddy Maxi Comfortline,524000,670
Sedán,Blanco,Gasolina,2020,Hyundai,Santa Fe,430000,59035
Camioneta SUV,Blanco,Gasolina,2014,Mitsubishi,ASX,165000,84000
Camioneta SUV,Negro,Gasolina,2019,Volkswagen,TERAMONT HIGHLINE,569999,78981
Sedán,Blanco,Gasolina,2016,Nissan,Pathfinder,310000,89551
Camioneta SUV,Blanco,Gasolina,2025,Renault,Duster,330000,8333
Sedán,Blanco,Gasolina,2015,BMW,320i luxury,378000,132980
Camioneta SUV,Blanco,Gasolina,2017,Land Rover,Range Rover,957000,62148
Camioneta SUV,Blanco,Híbrido,2022,Lincoln,Aviator,1210000,25000
Camioneta SUV,Blanco,Gasolina,2020,BMW,X5,829000,69000
Sedán,Blanco,Gasolina,2021,Mercedes Benz,CLA 35 AMG 4MATIC,859000,26000
Camioneta SUV,Plata,Gasolina,2019,Kia,Soul Ex Pack,309900,110968
Camioneta SUV,Blanco,Gasolina,2018,BMW,X6,629900,65000
Camioneta SUV,Blanco,Gasolina,2023,Chevrolet,Traverse,769000,9897
Camioneta SUV,Blanco,Gasolina,2018,Jeep,Sahara,689900,53700
Camioneta SUV,Blanco,Gasolina,2023,Chirey,TIGGO 8 PRO 1.6T Luxury,450000,49000
Sedán,Gris,Gasolina,2022,Volkswagen,Virtus,309000,73237
Hatchback (5 Puertas),Negro,Gasolina,2023,Hyundai,HB20,314900,12000
Camioneta SUV,Plata,Gasolina,2020,Nissan,Kicks,299000,60873
Camioneta SUV,Blanco,Gasolina,2020,Cadillac,XT4,499000,80585
Utilitario,Plata,Gasolina,2018,Nissan,Nissan Chasis Cabina,298000,92000
Camioneta Chasis,Blanco,Gasolina,2019,Ford,F-350 Redilas,689000,118481
Camioneta SUV,Rojo,Gasolina,2021,Cadillac,XT4,621000,32102
Pickup,Blanco,Gasolina,2020,RAM,1500,434900,104109
Camioneta SUV,Amarillo,Gasolina,2021,Ford,Bronco,519000,69361
Camioneta SUV,Blanco,Gasolina,2023,Nissan,X-Trail Exclusive,571200,38500
Camioneta SUV,Rojo,Gasolina,2023,Nissan,Kicks,410000,30000
Camioneta SUV,Negro,Gasolina,2023,Omoda,Omoda 5,370000,28000
Sedán,Plata,Gasolina,2019,Audi,A3,347999,91000
Pickup,Negro,Gasolina,2020,Jeep,Gladiator Overland,998000,53300
Mini van (MPV),Negro,Gasolina,2019,Chevrolet,Express,1350000,42720
Crossover,Plata,Gasolina,2024,Lexus,RX,1371657,1500
Camioneta SUV,Gris,Híbrido,2023,Lexus,UX,724900,13903
Sedán,Blanco,Gasolina,2023,Lexus,ES,1089000,1480
Sedán,Rojo,Gasolina,2024,Nissan,V-DRIVE,265000,200
Station Wagon,Blanco,Gasolina,2016,Fiat,Palio,139900,82000
Camioneta SUV,Gris,Gasolina,2023,Suzuki,Vitara,385000,32905
Coupé,Gris,Gasolina,2024,BMW,M2,1589000,39987
Camioneta SUV,Blanco,Gasolina,2016,Audi,Q3,289900,78000
Van,Blanco,Gasolina,2015,Volkswagen,Transporter,299900,119000
Camioneta SUV,Blanco,Gasolina,2023,Jeep,Grand Cherokee Summit,1299900,39000
Sedán,Blanco,Gasolina,2020,Hyundai,Elantra,290900,45800
Pickup,Azul,Gasolina,2021,Ford,Lobo Raptor,1525000,25000
Camioneta SUV,Blanco,Gasolina,2017,Chrysler,Grand Cherokee,485000,68000
Camioneta SUV,Rojo,Gasolina,2020,GMC,Sierra,789900,37000
Pickup,Gris,Gasolina,2025,Chevrolet,Silverado,949900,5000
Camioneta SUV,Rojo,Gasolina,2024,Renault,Kwid,215000,53494
Utilitario,Blanco,Gasolina,2022,Volkswagen,DELIVERY,1278000,6366
Sedán,Plata,Gasolina,2015,Honda,Pilot,296900,114288
Sedán,Negro,Gasolina,2024,Renault,Koleos,535000,827
Camioneta SUV,Blanco,Gasolina,2020,Chevrolet,Equinox,359000,74000
Hatchback (5 Puertas),Blanco,Gasolina,2018,Alfa Romeo,Giulietta,299900,86000
Camioneta SUV,Negro,Gasolina,2023,Volkswagen,TERAMONT,870000,31256
Sedán,Gris,Gasolina,2022,BMW,Serie 5,800000,56700
Sedán,Blanco,Gasolina,2021,Nissan,V-DRIVE,214000,51523
Camioneta SUV,Blanco,Gasolina,2020,Jeep,Renegade,329900,67000
Hatchback (5 Puertas),Blanco,Gasolina,2008,Honda,Fit,119000,92000
Camioneta SUV,Gris,Gasolina,2017,Ford,Escape,250000,114000
Sedán,Azul,Gasolina,2019,Seat,Leon FR,370000,126154
Convertible,Gris,Gasolina,2018,Mercedes Benz,Clase SLC,625000,59700
Camioneta SUV,Blanco,Gasolina,2013,GMC,Acadia,390800,140092
Coupé,Blanco,Gasolina,2020,Mercedes Benz,GT Amg,2190800,35544
Sedán,Azul,Gasolina,2025,Chevrolet,Onix,282000,40
Pickup,Blanco,Gasolina,2020,Renault,Oroch,302900,35060
Camioneta SUV,Blanco,Eléctrico,2023,JAC,SEI6,439000,19000
Coupé,Azul,Gasolina,2015,Hyundai,Veloster,419000,47045
Pickup,Blanco,Gasolina,2020,Nissan,NP300 Doble Cabina,349000,109163
Coupé,Azul,Gasolina,2015,Hyundai,Veloster,419000,47065
Pickup,Blanco,Gasolina,2020,Renault,Oroch,302900,40388
Sedán,Azul,Gasolina,2017,BMW,Serie 3,310000,91000
Sedán,Blanco,Híbrido,2018,BMW,X5,569900,95429
Pickup,Gris,Gasolina,2021,Peugeot,Landtrek Allure,420000,35855
Sedán,Gris,Híbrido,2018,Ford,Fusion,324000,50000
Camioneta SUV,Plata,Gasolina,2022,Mitsubishi,Outlander,499000,29000
Camioneta SUV,Blanco,Gasolina,2023,Lincoln,Corsair,780000,2000
Sedán,Rojo,Gasolina,2022,Audi,S3,755000,17000
Sedán,Blanco,Gasolina,2008,Nissan,Aprio,99000,105000
Van,Blanco,Gasolina,2017,Toyota,Hiace Pasajeros,473000,99886
Sedán,Blanco,Gasolina,2017,Mercedes Benz,CLA 250,389850,66000
Coupé,Azul,Gasolina,2018,BMW,Serie 4,430000,86000
Camioneta SUV,Blanco,Gasolina,2024,Mercedes Benz,GLE,2049900,7000
Coupé,Negro,Gasolina,2006,BMW,650l,279000,138000
Camioneta SUV,Blanco,Gasolina,2017,BMW,X5,514999,100000
Hatchback (5 Puertas),Rojo,Gasolina,2019,Kia,Rio,225000,62217
Hatchback (3 Puertas),Verde,Gasolina,2022,Mini,Cooper S Chili,589900,49238
Crossover,Blanco,Eléctrico,2022,Jaguar,I-Pace,2099000,905
Camioneta SUV,Negro,Gasolina,2011,BMW,X5,399000,89724
Camioneta SUV,Gris,Gasolina,2023,Land Rover,Velar R- Dynamic,1349000,13287
Camioneta SUV,Blanco,Gasolina,2017,Chevrolet,Cherokee,298500,65000
Camioneta SUV,Blanco,Gasolina,2023,Land Rover,Evoque,1099000,12985
Camioneta SUV,Plata,Gasolina,2014,Mitsubishi,Outlander,229000,109456
Camioneta SUV,Blanco,Gasolina,2014,Jeep,Compas Limited Premiere,189850,82000
Mini van (MPV),Blanco,Gasolina,2017,Peugeot,Manager,365000,100000
Sedán,Azul,Gasolina,2021,Honda,Pilot,596000,124099
Sedán,Blanco,Gasolina,2011,Dodge,Attitude,125000,58000
Convertible,Gris,Gasolina,2023,BMW,Serie 4,1089900,25253
Camioneta SUV,Gris,Gasolina,2024,Jeep,Renegade,429000,23000
Camioneta SUV,Azul,Gasolina,2019,Volvo,XC90,538000,92000
Van,Blanco,Gasolina,2020,Toyota,Sienna,539000,204713
Camioneta SUV,Blanco,Gasolina,2020,Dodge,Durango,850000,82036
Sedán,Blanco,Eléctrico,2023,Mercedes Benz,Clase E,1150000,9001
Camioneta SUV,Plata,Gasolina,2017,Chevrolet,Silverado,398000,107400
Camioneta SUV,Blanco,Gasolina,2013,Dodge,Journey,158500,89000
Coupé,Gris,Gasolina,2015,BMW,435 i,445000,99000
Camioneta SUV,Blanco,Gasolina,2009,GMC,Acadia,189850,106000
Crossover,Blanco,Eléctrico,2024,Volvo,EX30,799900,110
Camioneta SUV,Blanco,Gasolina,2020,BMW,X5,899900,52000
Sedán,Rojo,Gasolina,2024,Toyota,COROLLA S,400000,7917
Camioneta SUV,Blanco,Gasolina,2014,BMW,X5 M,399000,89787
Camioneta SUV,Blanco,Gasolina,2014,Chevrolet,Suburban,389850,90000
Hatchback (5 Puertas),Crema,Gasolina,2025,Mini,Cooper Countryman,949000,6290
Camioneta SUV,Blanco,Gasolina,2014,Mazda,CX-5,230000,114990
Station Wagon,Plata,Gasolina,2020,Seat,Lleon ST,310000,43909
Camioneta SUV,Blanco,Gasolina,2014,GMC,Acadia,249000,88000
Crossover,Negro,Gasolina,2019,Infiniti,QX50,450000,60743
Coupé,Gris,Gasolina,2022,Mercedes Benz,GT Amg,1890000,25000
Sedán,Blanco,Gasolina,2014,Mercedes Benz,C 200,232000,88000
Sedán,Blanco,Gasolina,2001,Chevrolet,Astra,109000,99000
Sedán,Azul,Gasolina,2022,Nissan,Sentra,314000,62078
Camioneta SUV,Negro,Gasolina,2020,BMW,X5,899900,41000
Camioneta SUV,Negro,Gasolina,2020,Ford,Explorer,629900,44500
Camioneta SUV,Blanco,Gasolina,2017,Chrysler,Grand Cherokee,485000,68000
Camioneta SUV,Verde,Gasolina,2024,BMW,X5 M,2400000,0
Coupé,Blanco,Gasolina,2022,BMW,Serie 2,639900,32000
Coupé,Negro,Gasolina,2019,Otra Marca,Otro Modelo,548000,547
Camioneta SUV,Blanco,Gasolina,2020,Land Rover,Defender,1399000,80060
Camioneta SUV,Blanco,Gasolina,2016,Mercedes Benz,GLE 450,769850,90000
Camioneta SUV,Plata,Gasolina,2020,Mitsubishi,Eclipse,379000,33278
Sedán,Blanco,Gasolina,2014,Volkswagen,Passat,199850,82000
Sedán,Blanco,Gasolina,2024,BMW,330 e,1200000,3393
Sedán,Blanco,Gasolina,2010,Volkswagen,Passat,299850,104000
Pickup,Gris,Gasolina,2023,Nissan,Frontier PRO 4X,938000,7628
Camioneta SUV,Blanco,Gasolina,2022,BMW,X1 M Sport,648000,53287
Convertible,Blanco,Gasolina,2021,BMW,Serie 4,699000,60269
Hatchback (5 Puertas),Gris,Gasolina,2023,Mercedes Benz,A 200,828000,80000
Sedán,Blanco,Gasolina,2011,Mercedes Benz,300 D,239800,90000
Camioneta SUV,Plata,Gasolina,2019,Jaguar,E PACE SE 300,599000,68000
Camioneta SUV,Perla,Gasolina,2021,Toyota,Sequoia,868900,80000
Coupé,Gris,Gasolina,2024,Chevrolet,Corvette,2929900,8000
Camioneta SUV,Rojo,Gasolina,2024,Audi,Q2,675000,1921
Sedán,Gris,Gasolina,2017,Volkswagen,Gol Trendline,172900,97000
Sedán,Blanco,Gasolina,2014,Ford,Fiesta,132000,93000
Pickup,Blanco,Gasolina,2013,Ford,Lobo Limited HEV,455000,85000
Camioneta SUV,Blanco,Gasolina,2019,Jeep,Gran Cherokee  SRT8,1024900,32000
Mini van (MPV),Plata,Gasolina,2019,Volvo,XC 60,499000,67000
Camioneta SUV,Blanco,Gasolina,2018,Volvo,XC90,589900,39000
Pickup,Gris,Gasolina,2022,Nissan,Frontier PRO 4X,729900,24000
Camioneta SUV,Rojo,Gasolina,2016,Jeep,Wrangler Unlimited Sport,439800,75000
Hatchback (5 Puertas),Gris,Híbrido,2024,GWM,Tank 300,775000,12206
Camioneta SUV,Blanco,Híbrido,2021,Volvo,XC90,819000,98058
Utilitario,Plata,Gasolina,2021,Ford,Bronco II,950000,26000
Camioneta SUV,Blanco,Gasolina,2019,Cadillac,Escalade,899000,30700
Camioneta SUV,Blanco,Gasolina,2018,Volkswagen,Tiguan Comfortline,339000,69000
Todoterreno Ligero,Blanco,Gasolina,2021,Jeep,GLADIADOR JT MOJAVE,1169000,51000
Sedán,Blanco,Gasolina,2011,BMW,Serie 3,249000,51969
Camioneta SUV,Plata,Gasolina,2020,Jeep,Renegade,379000,47698
Camioneta SUV,Gris,Gasolina,2020,Audi,Q8 Elite,959000,25000
Sedán,Blanco,Gasolina,2021,Volkswagen,Vento,239000,67545
Pickup,Blanco,Gasolina,2013,GMC,Sierra,374500,109000
Camioneta SUV,Plata,Gasolina,2018,Land Rover,Range Rover Evoque,499000,36901
Camioneta SUV,Gris,Gasolina,2024,Mazda,CX-90,984900,43
Camioneta SUV,Blanco,Gasolina,2021,Chevrolet,Tracker,299500,59000
Camioneta SUV,Blanco,Gasolina,2017,Kia,Sorento SXL,349900,90000
Camioneta SUV,Blanco,Gasolina,2025,BMW,X5 M,1790000,1990
Mini van (MPV),Gris,Gasolina,2012,Toyota,Sienna,225000,145422
Sedán,Blanco,Gasolina,2021,Volkswagen,Virtus,275000,83000
Camioneta SUV,Rojo,Gasolina,2019,Honda,CR-V,415000,94860
Hatchback (5 Puertas),Blanco,Gasolina,2023,Cupra,León,624900,21000
Crossover,Blanco,Gasolina,2022,Nissan,Kicks Advance,299000,62000
Camioneta SUV,Rojo,Gasolina,2020,Ford,Escape,424999,52000
Sedán,Blanco,Gasolina,2019,Volkswagen,Jetta A6,195000,98000
Camioneta SUV,Blanco,Gasolina,2023,Renault,Kwid,210000,15702
Camioneta SUV,Blanco,Gasolina,2024,Cupra,Formentor,794900,15000
Pickup,Blanco,Gasolina,2007,Ford,Sportrack,182000,178320
Camioneta SUV,Rojo,Gasolina,2017,Maserati,Levante,989900,38000
Camioneta SUV,Negro,Gasolina,2021,Chevrolet,Equinox,340000,97234
Sedán,Gris,Gasolina,2022,MG,MG 5,233000,42308
Camioneta SUV,Gris,Gasolina,2017,Dodge,Journey RT,315000,129505
Hatchback (5 Puertas),Gris,Gasolina,2022,Nissan,March Advance,220000,62000
Sedán,Negro,Híbrido,2024,Mercedes Benz,Clase C,1380000,3688
Camioneta SUV,Negro,Diesel,2020,Kia,Soul,279000,98000
Sedán,Blanco,Gasolina,2008,Volkswagen,Jetta A4,122000,134000
Sedán,Plata,Gasolina,2023,Mercedes Benz,Clase C,865000,18923
Sedán,Plata,Gasolina,2024,Volkswagen,Virtus,320900,10758
Camioneta SUV,Negro,Gasolina,2025,Mercedes Benz,Clase GLA,950000,1923
Camioneta SUV,Blanco,Gasolina,2010,GMC,Acadia,197500,80000
Sedán,Blanco,Gasolina,2020,Mitsubishi,Otro Modelo,399000,66000
Camioneta SUV,Blanco,Gasolina,2017,Dodge,Ram Charger,345000,101872
Utilitario,Rojo,Gasolina,2023,GMC,Acadia,819000,36194
Sedán,Dorado,Híbrido,2023,Honda,Accord,699000,44126
Coupé,Gris,Gasolina,2021,Mercedes Benz,Clase GLC,739900,115114
Hatchback (5 Puertas),Negro,Gasolina,2024,Mini,Countryman,890000,13922
Hatchback (5 Puertas),Rojo,Gasolina,2025,Nissan,March,270000,44
Sedán,Gris,Híbrido,2023,Honda,Accord,699000,31928
Camioneta SUV,Gris,Gasolina,2020,Hyundai,Creta,268000,74000
Pickup,Blanco,Gasolina,2014,RAM,2500 Laramie,439000,84000
Camioneta SUV,Gris,Híbrido,2023,BMW,X3,1080000,40542
Camioneta SUV,Gris,Gasolina,2015,Dodge,Journey,209000,82000
Camioneta SUV,Gris,Eléctrico,2022,Audi,Q2,528000,43524
Sedán,Rojo,Gasolina,2021,Kia,Stinger GT Line,530000,54096
Camioneta SUV,Blanco,Gasolina,2014,Dodge,Durango,279850,92000
Sedán,Plata,Gasolina,2023,Volkswagen,Jetta A7 Comfortline,405000,8827
Coupé,Gris,Gasolina,2013,Smart,Otro Modelo,175000,112382
Mini van (MPV),Gris,Gasolina,2018,Honda,Odyssey Touring,459000,57000
Mini van (MPV),Azul,Gasolina,2024,Honda,Odyssey,1034900,1094
Camioneta SUV,Blanco,Gasolina,2012,Jeep,Wrangler,498000,148436
Camioneta SUV,Gris,Gasolina,2019,Alfa Romeo,Stelvio,1050000,55000
Todoterreno Ligero,Plata,Gasolina,2021,Mercedes Benz,GLB 250,680000,42475
Camioneta SUV,Blanco,Gasolina,2024,Suzuki,XL7,425000,2299
Pickup,Rojo,Gasolina,2018,Chevrolet,Colorado,539800,77000
Camioneta SUV,Blanco,Gasolina,2016,Ford,Ecosport,219000,72000
Camioneta SUV,Blanco,Gasolina,2020,Cadillac,XT4,499000,75089
Hatchback (5 Puertas),Plata,Gasolina,2023,Mini,Cooper S Chili,530000,34136
Hatchback (5 Puertas),Negro,Gasolina,2012,BMW,X1,275000,35000
Pickup,Negro,Gasolina,2020,Ford,Lobo Raptor Crew,1189900,50000
Camioneta SUV,Blanco,Gasolina,2020,Suzuki,S-CROSS,358000,43375
Hatchback (5 Puertas),Blanco,Gasolina,2022,Volkswagen,Polo,269800,49025
Camioneta SUV,Blanco,Gasolina,2010,Mercedes Benz,GL 500,299000,129897
Mini van (MPV),Blanco,Gasolina,2024,Jeep,Sahara,1199900,29000
Coupé,Blanco,Gasolina,2019,Chevrolet,Corvette,1578000,31488
Hatchback (3 Puertas),Negro,Eléctrico,2017,BMW,i3,478000,57812
Pickup,Rojo,Gasolina,2020,GMC,Sierra,789900,37006
Hatchback (5 Puertas),Negro,Gasolina,2019,Mini,Cooper Countryman,495000,56712
Camioneta SUV,Blanco,Gasolina,2023,Chevrolet,Tahoe,1489900,52319
Camioneta SUV,Blanco,Gasolina,2020,Jeep,Renegade,329900,67433
Camioneta SUV,Blanco,Gasolina,2024,Cupra,Formentor,794900,14914
Camioneta SUV,Rojo,Gasolina,2022,Jeep,Sahara,869000,52880
Camioneta SUV,Blanco,Gasolina,2022,Audi,SQ5,1039900,30000
Pickup,Blanco,Gasolina,2015,Chevrolet,Silverado 1500,318500,80000
Hatchback (5 Puertas),Gris,Eléctrico,2023,Chevrolet,Bolt,740000,248
Sedán,Cereza,Gasolina,2013,Nissan,Versa Advance,159000,119000
Camioneta SUV,Blanco,Híbrido,2023,Volvo,XC60,969900,17000
Camioneta SUV,Rojo,Gasolina,2019,Land Rover,Range Rover Sport,1055000,43000
Sedán,Rojo,Gasolina,2023,Nissan,Sentra,340000,29000
Sedán,Rojo,Gasolina,2019,Ford,Fusion,269900,71731
Camioneta SUV,Blanco,Gasolina,2024,Dodge,Journey,549000,16326
Pickup,Blanco,Gasolina,2023,Ford,F-150,664900,12500
Sedán,Rojo,Gasolina,2020,Toyota,Yaris,240000,132500
Hatchback (5 Puertas),Blanco,Gasolina,2021,BMW,118i,480000,42000
Pickup,Blanco,Gasolina,2020,RAM,1500,434900,70000
Pickup,Blanco,Gasolina,2011,Chevrolet,Suburban,430000,37000
Camioneta SUV,Plata,Híbrido,2023,Lexus,UX,724900,36117
Camioneta SUV,Azul,Eléctrico,2023,Audi,E-Tron 55,1199000,11112
Utilitario,Blanco,Gasolina,2017,Freightliner,Torton,1578000,350662
Pickup,Blanco,Gasolina,2020,Ford,F-150 Pick Up,624900,64000
Camioneta SUV,Negro,Gasolina,2017,Chevrolet,Suburban,650900,116798
Camioneta SUV,Blanco,Gasolina,2015,Ford,Escape,199500,67000
Coupé,Blanco,Gasolina,2019,Mercedes Benz,GT Amg,1949000,2800
Hatchback (5 Puertas),Rojo,Híbrido,2017,Toyota,Prius C,255000,96392
Camioneta SUV,Blanco,Gasolina,2015,Acura,RDX,276000,84000
Pickup,Blanco,Gasolina,2023,Ford,Maverick Lariat AWD,599900,32000
Hatchback (5 Puertas),Blanco,Gasolina,2020,BMW,118i,429000,55100
Pickup,Gris,Gasolina,2025,Mitsubishi,L200,734900,21000
Camioneta SUV,Blanco,Gasolina,2018,BMW,X3 iA,549000,111504
Camioneta SUV,Gris,Gasolina,2018,Dodge,Journey SXT Lujo 7 P,305000,105200
Camioneta SUV,Blanco,Gasolina,2021,Mercedes Benz,GLE 450,1129900,17000
Van,Blanco,Diesel,2019,Ford,Transit Custom,478000,54000
Pickup,Blanco,Gasolina,2024,Chevrolet,Cheyenne,1499000,9000
Camioneta SUV,Blanco,Gasolina,2015,Nissan,Armada,279500,84000
Camioneta SUV,Blanco,Gasolina,2021,BMW,X5,1099000,51112
Hatchback (5 Puertas),Blanco,Gasolina,2013,Suzuki,Swift,149500,92000
Camioneta SUV,Negro,Gasolina,2018,Mercedes Benz,Clase G,2299900,46000
Todoterreno Ligero,Gris,Gasolina,2018,Mercedes Benz,Clase GLS,599000,93000
Camioneta SUV,Blanco,Gasolina,2013,Dodge,Journey SE,206500,99000
Camioneta SUV,Blanco,Gasolina,2019,Ford,Ecosport,279000,49000
Hatchback (5 Puertas),Blanco,Gasolina,2011,Toyota,Prius,159000,90000
Sedán,Arena,Gasolina,2020,Volkswagen,Vento Comfortline,209950,58000
Camioneta SUV,Blanco,Gasolina,2024,Cupra,Formentor,794900,14000
Sedán,Negro,Gasolina,2020,Volkswagen,Jetta Highline,358000,88050
Coupé,Gris,Gasolina,2018,Audi,S5,590000,83000
Camioneta SUV,Rojo,Gasolina,2015,Jeep,Wrangler Sahara Unlimited,449950,89000
Hatchback (5 Puertas),Gris,Gasolina,2025,Volkswagen,Cross Sport,1139000,4576
Todoterreno Ligero,Rojo,Gasolina,2020,Jeep,Gladiator,954900,58000
Coupé,Gris,Gasolina,2024,BMW,M 235,989900,7978
Coupé,Negro,Gasolina,2023,Mercedes Benz,CLA45 AMG,1598000,25458
Camioneta SUV,Blanco,Gasolina,2021,Jeep,Sahara,794900,19000
Camioneta SUV,Arena,Gasolina,2025,Mazda,CX-50,753000,326
Sedán,Plata,Gasolina,2015,Smart,Otro Modelo,170000,103000
Camioneta SUV,Blanco,Gasolina,2024,Seat,Tarraco Xcellence 7 Pas,581000,17340
Hatchback (5 Puertas),Negro,Gasolina,2022,Cupra,León,614900,35000
Camioneta SUV,Blanco,Gasolina,2017,GMC,Terrain,269000,139255
Camioneta SUV,Blanco,Gasolina,2012,Dodge,Journey SE,155000,90000
Hatchback (3 Puertas),Verde,Gasolina,2025,Mini,Cooper S Chili,745000,100
Sedán,Plata,Gasolina,2018,Mercedes Benz,C 250,469000,77131
Sedán,Blanco,Gasolina,2013,BMW,320i,209000,100000
Utilitario,Blanco,Gasolina,2018,Chevrolet,Silverado 3500,619500,105000
Camioneta SUV,Gris,Gasolina,2025,Audi,Q3,999900,10560
Camioneta SUV,Blanco,Gasolina,2019,Volkswagen,TERAMONT HIGHLINE,570000,96000
Sedán,Blanco,Gasolina,2025,BMW,320i,1319000,0
Camioneta SUV,Rojo,Gasolina,2021,Renault,Captur,259000,79000
Hatchback (5 Puertas),Blanco,Gasolina,2019,Volkswagen,Polo Design  Sound,215000,95000
Coupé,Gris,Gasolina,2021,BMW,M4,1590000,11700
Camioneta SUV,Gris,Gasolina,2023,Toyota,RAV4,579000,47800
Pickup,Gris,Gasolina,1988,Ford,F-150,199000,135035
Coupé,Negro,Gasolina,2019,Mercedes Benz,GT Amg,1949000,3200
Camioneta SUV,Blanco,Gasolina,2019,Jaguar,F-pace R-sport,598000,64000
Hatchback (5 Puertas),Vino,Gasolina,2017,Nissan,Note,182600,98765
Todoterreno Ligero,Azul,Gasolina,2022,Suzuki,Jimny,879000,4000
Camioneta SUV,Rojo,Gasolina,2019,Ford,Ecosport,279000,45000
Camioneta SUV,Rojo,Gasolina,2021,Suzuki,Vitara Boosterjet,340000,48000
Camioneta SUV,Blanco,Gasolina,2025,Mazda,CX-70,799000,7414
Hatchback (3 Puertas),Gris,Eléctrico,2024,Mini,Cooper,587000,1100
Sedán,Blanco,Gasolina,2021,Mercedes Benz,E 200,769000,12000
Camioneta SUV,Blanco,Gasolina,2018,Jeep,Compas Limited Premiere,329500,59000
Pickup,Blanco,Gasolina,2021,Chevrolet,Silverado,664900,68000
Camioneta SUV,Rojo,Gasolina,2024,Nissan,X-Trail Exclusive,540000,9200
Pickup,Blanco,Gasolina,2017,Ford,F-350 Redilas,648000,123456
Camioneta SUV,Negro,Gasolina,2021,Seat,Tarraco Xcellence 7 Pas,409000,86550
Pickup,Plata,Gasolina,2023,Peugeot,Landtrek Allure,469800,13022
Camioneta SUV,Rojo,Gasolina,2024,Lexus,NX,769000,12255
Hatchback (3 Puertas),Rojo,Gasolina,2024,Mini,Cooper S Chili,599000,29767
Crossover,Gris,Eléctrico,2019,Jaguar,I-Pace,990000,28000
Pickup,Arena,Gasolina,2024,Nissan,Frontier PRO 4X,889000,16549
Hatchback (5 Puertas),Blanco,Gasolina,2020,Baic,D-20,149900,57000
Mini van (MPV),Blanco,Gasolina,2011,Volkswagen,Jetta,168500,96000
Camioneta SUV,Blanco,Gasolina,2015,Dodge,Journey SE,195000,110000
Hatchback (5 Puertas),Blanco,Gasolina,2016,Suzuki,Swift,188900,92000
Sedán,Negro,Gasolina,2015,Dodge,Charger,350000,152702
Sedán,Gris,Gasolina,2022,Nissan,Altima SR,525300,22120
Camioneta SUV,Blanco,Gasolina,2021,Audi,Q8 S LINE,1149900,43114
Camioneta SUV,Blanco,Gasolina,2020,Ford,Edge,500000,58000
Camioneta SUV,Blanco,Gasolina,2024,Chevrolet,Tahoe,1749900,12000
Camioneta SUV,Gris,Gasolina,2021,Seat,Tarraco,489000,31494
Camioneta SUV,Rojo,Gasolina,2023,Chevrolet,Captiva,369000,46466
Camioneta SUV,Blanco,Gasolina,2023,Lincoln,Nautilus,889900,19000
Hatchback (5 Puertas),Gris,Gasolina,2017,Ford,Figo Impulse,135000,97314
